"日期","初次评价","追评时间","追评内容","卖家解释","套餐类别","店铺名称","商品标题","商品链接","商品ID","描述评分","评价标签","人气","月销量"
"2016.11.21","好看！",,,,"颜色分类：vn--0d3hy28鞋码：38.5","sneakerhead海外旗舰店","Vans Old Skool 范斯男鞋 经典低帮休闲板鞋 潮流运动鞋-tmall.hk天猫国际","https://detail.tmall.hk/hk/item.htm?id=532967036969&skuId=3188467314203&areaId=110100&user_id=1792368114&cat_id=2&is_b=1&rn=82eda9dfeb4e7109f1196890e75a09b4","532967036969","4.8","鞋子不错(10)穿着效果不错(8)","11128","22"
"2016.11.26","每年双11都没抢到之前加入购物车的！今年是第三年！不过还是不错",,,,"颜色分类：vn--0d3hy28鞋码：41","sneakerhead海外旗舰店","Vans Old Skool 范斯男鞋 经典低帮休闲板鞋 潮流运动鞋-tmall.hk天猫国际","https://detail.tmall.hk/hk/item.htm?id=532967036969&skuId=3188467314203&areaId=110100&user_id=1792368114&cat_id=2&is_b=1&rn=82eda9dfeb4e7109f1196890e75a09b4","532967036969","4.8","鞋子不错(10)穿着效果不错(8)","11128","22"
"2016.11.20","儿子说挺好的，快递也很快。                                                                               ",,,,"颜色分类：vn--0d3hy28鞋码：42.5","sneakerhead海外旗舰店","Vans Old Skool 范斯男鞋 经典低帮休闲板鞋 潮流运动鞋-tmall.hk天猫国际","https://detail.tmall.hk/hk/item.htm?id=532967036969&skuId=3188467314203&areaId=110100&user_id=1792368114&cat_id=2&is_b=1&rn=82eda9dfeb4e7109f1196890e75a09b4","532967036969","4.8","鞋子不错(10)穿着效果不错(8)","11128","22"
"2016.11.30","描述完全不一样，还海淘，外观太难看，一股臭味，不是想到退货麻烦，真想退了，和Vans专卖店的货不一样，再不在这家店买任何东西了。                                                                                                    ",,,,"颜色分类：vn--0d3hbka鞋码：38","sneakerhead海外旗舰店","Vans Old Skool 范斯男鞋 经典低帮休闲板鞋 潮流运动鞋-tmall.hk天猫国际","https://detail.tmall.hk/hk/item.htm?id=532967036969&skuId=3188467314203&areaId=110100&user_id=1792368114&cat_id=2&is_b=1&rn=82eda9dfeb4e7109f1196890e75a09b4","532967036969","4.8","鞋子不错(10)穿着效果不错(8)","11128","22"
"2017.11.20","good",,,,"颜色分类：vn-0d3hw00鞋码：41","sneakerhead海外旗舰店","Vans Old Skool 范斯男鞋 经典低帮休闲板鞋 潮流运动鞋-tmall.hk天猫国际","https://detail.tmall.hk/hk/item.htm?id=532967036969&skuId=3188467314203&areaId=110100&user_id=1792368114&cat_id=2&is_b=1&rn=82eda9dfeb4e7109f1196890e75a09b4","532967036969","4.8","鞋子不错(10)穿着效果不错(8)","11128","22"
"2016.07.04","刚好合适，就是左脚新鞋后脚跟有点硌脚，总体来说还是挺好的。                                     ","收货20天后追加：","还不到一个月就这样，！假货吧？","亲爱的顾客，感谢您的支持与厚爱。因为新鞋相对比较硬挺，或多或少会有一个磨合过程，这边给您些缓解的小建议： 1.用湿毛巾在磨脚的鞋子部位捂几分钟，然后再拿块干的软毛巾包住挤脚的地方，用锤子敲几下，把鞋子磨脚的地方敲击平整，鞋子皮质变软和平整后就不会磨脚了。 2.鞋子在穿上之前，先拿块香皂（平时用的蜡烛也可以）在与脚跟接触最多的部分抹上一层薄薄的，鞋跟会因此变得光滑而不再磨脚。 以上希望能对您有所帮助，Sneakerhead期待您的再次光临，祝您生活愉快！","颜色分类：vn-0d3hbka鞋码：39","sneakerhead海外旗舰店","Vans Old Skool 范斯男鞋 经典低帮休闲板鞋 潮流运动鞋-tmall.hk天猫国际","https://detail.tmall.hk/hk/item.htm?id=532967036969&skuId=3188467314203&areaId=110100&user_id=1792368114&cat_id=2&is_b=1&rn=82eda9dfeb4e7109f1196890e75a09b4","532967036969","4.8","鞋子不错(10)穿着效果不错(8)","11128","22"
"2016.12.23","好看",,,,"颜色分类：vn--0d3hy28鞋码：42","sneakerhead海外旗舰店","Vans Old Skool 范斯男鞋 经典低帮休闲板鞋 潮流运动鞋-tmall.hk天猫国际","https://detail.tmall.hk/hk/item.htm?id=532967036969&skuId=3188467314203&areaId=110100&user_id=1792368114&cat_id=2&is_b=1&rn=82eda9dfeb4e7109f1196890e75a09b4","532967036969","4.8","鞋子不错(10)穿着效果不错(8)","11128","22"
"2017.05.03","国内都没号了 好不容易找到还比国内专柜便宜 夏天必备！",,,"亲爱的顾客，感谢您的支持与厚爱。您的满意是对我们最大的肯定与支持，我们出售的很多是国内未发售的限量款，欢迎您随时关注我们店铺.  SNEAKERHEAD会继续为您提供优质的产品与服务，并期待您的再次光临哦～","颜色分类：vn-0d3hw00鞋码：38.5","sneakerhead海外旗舰店","Vans Old Skool 范斯男鞋 经典低帮休闲板鞋 潮流运动鞋-tmall.hk天猫国际","https://detail.tmall.hk/hk/item.htm?id=532967036969&skuId=3188467314203&areaId=110100&user_id=1792368114&cat_id=2&is_b=1&rn=82eda9dfeb4e7109f1196890e75a09b4","532967036969","4.8","鞋子不错(10)穿着效果不错(8)","11128","22"
"2017.04.03","不错",,,,"颜色分类：vn-0d3hy28鞋码：40","sneakerhead海外旗舰店","Vans Old Skool 范斯男鞋 经典低帮休闲板鞋 潮流运动鞋-tmall.hk天猫国际","https://detail.tmall.hk/hk/item.htm?id=532967036969&skuId=3188467314203&areaId=110100&user_id=1792368114&cat_id=2&is_b=1&rn=82eda9dfeb4e7109f1196890e75a09b4","532967036969","4.8","鞋子不错(10)穿着效果不错(8)","11128","22"
"2016.12.03","靴子有点脏、两只标签不一样、有一个只标签皱巴巴的。                                                                                                                         ",,,,"颜色分类：vn--0d3hy28鞋码：42","sneakerhead海外旗舰店","Vans Old Skool 范斯男鞋 经典低帮休闲板鞋 潮流运动鞋-tmall.hk天猫国际","https://detail.tmall.hk/hk/item.htm?id=532967036969&skuId=3188467314203&areaId=110100&user_id=1792368114&cat_id=2&is_b=1&rn=82eda9dfeb4e7109f1196890e75a09b4","532967036969","4.8","鞋子不错(10)穿着效果不错(8)","11128","22"
"2016.11.25","好看，合脚，不知道是不是正品",,,,"颜色分类：vn--04ojjpv鞋码：40","sneakerhead海外旗舰店","Vans Old Skool 范斯男鞋 经典低帮休闲板鞋 潮流运动鞋-tmall.hk天猫国际","https://detail.tmall.hk/hk/item.htm?id=532967036969&skuId=3188467314203&areaId=110100&user_id=1792368114&cat_id=2&is_b=1&rn=82eda9dfeb4e7109f1196890e75a09b4","532967036969","4.8","鞋子不错(10)穿着效果不错(8)","11128","22"
"2016.11.26","还行吧，很帅，但是做工没有想象中好",,,,"颜色分类：vn--0d3hy28鞋码：42","sneakerhead海外旗舰店","Vans Old Skool 范斯男鞋 经典低帮休闲板鞋 潮流运动鞋-tmall.hk天猫国际","https://detail.tmall.hk/hk/item.htm?id=532967036969&skuId=3188467314203&areaId=110100&user_id=1792368114&cat_id=2&is_b=1&rn=82eda9dfeb4e7109f1196890e75a09b4","532967036969","4.8","鞋子不错(10)穿着效果不错(8)","11128","22"
"2016.12.14","鞋子里面没有填充物，后跟有点硌脚。",,,,"颜色分类：vn--0d3hy28鞋码：39","sneakerhead海外旗舰店","Vans Old Skool 范斯男鞋 经典低帮休闲板鞋 潮流运动鞋-tmall.hk天猫国际","https://detail.tmall.hk/hk/item.htm?id=532967036969&skuId=3188467314203&areaId=110100&user_id=1792368114&cat_id=2&is_b=1&rn=82eda9dfeb4e7109f1196890e75a09b4","532967036969","4.8","鞋子不错(10)穿着效果不错(8)","11128","22"
"2016.07.16","上图说话，鞋子第一次买，刚穿不知道以后怎样，贵是贵了点不过很百搭，也很舒服，不磨脚，大小刚好下单40码最后又改的39刚刚好，还好我改了不然又得换，卖家服务也很好，                                                                               ",,,"亲爱的顾客，感谢您的支持与厚爱。我们所有售出的鞋子都享受国家三包服务，请您放心穿着！您的满意是对我们最大的肯定与支持，SNEAKERHEAD会继续为您提供优质的产品与服务，并期待您的再次光临哦～","颜色分类：vn--0d3hy28鞋码：40","sneakerhead海外旗舰店","Vans Old Skool 范斯男鞋 经典低帮休闲板鞋 潮流运动鞋-tmall.hk天猫国际","https://detail.tmall.hk/hk/item.htm?id=532967036969&skuId=3188467314203&areaId=110100&user_id=1792368114&cat_id=2&is_b=1&rn=82eda9dfeb4e7109f1196890e75a09b4","532967036969","4.8","鞋子不错(10)穿着效果不错(8)","11128","22"
"2017.11.09","非常可以，不是第一次在你家购买东西了。我很喜欢已收藏店铺 没毛病！                                     ",,,"亲爱的顾客，感谢您的支持与厚爱。您的满意是对我们最大的肯定与支持，我们出售的很多是国内未发售的限量款，欢迎您随时关注我们店铺.  SNEAKERHEAD会继续为您提供优质的产品与服务，并期待您的再次光临哦～","颜色分类：vn-0d3hy28鞋码：41","sneakerhead海外旗舰店","Vans Old Skool 范斯男鞋 经典低帮休闲板鞋 潮流运动鞋-tmall.hk天猫国际","https://detail.tmall.hk/hk/item.htm?id=532967036969&skuId=3188467314203&areaId=110100&user_id=1792368114&cat_id=2&is_b=1&rn=82eda9dfeb4e7109f1196890e75a09b4","532967036969","4.8","鞋子不错(10)穿着效果不错(8)","11128","22"
"2016.11.23","很满意",,,,"颜色分类：vn--0d3hbka鞋码：42","sneakerhead海外旗舰店","Vans Old Skool 范斯男鞋 经典低帮休闲板鞋 潮流运动鞋-tmall.hk天猫国际","https://detail.tmall.hk/hk/item.htm?id=532967036969&skuId=3188467314203&areaId=110100&user_id=1792368114&cat_id=2&is_b=1&rn=82eda9dfeb4e7109f1196890e75a09b4","532967036969","4.8","鞋子不错(10)穿着效果不错(8)","11128","22"
"2016.12.11","鞋子磨脚，等的好辛苦。",,,,"颜色分类：vn--0d3hy28鞋码：40.5","sneakerhead海外旗舰店","Vans Old Skool 范斯男鞋 经典低帮休闲板鞋 潮流运动鞋-tmall.hk天猫国际","https://detail.tmall.hk/hk/item.htm?id=532967036969&skuId=3188467314203&areaId=110100&user_id=1792368114&cat_id=2&is_b=1&rn=82eda9dfeb4e7109f1196890e75a09b4","532967036969","4.8","鞋子不错(10)穿着效果不错(8)","11128","22"
"2017.01.08","挺好的，缺点就是有些磨脚。",,,"亲爱的顾客，感谢您的支持与厚爱。因为新鞋相对比较硬挺，或多或少会有一个磨合过程，这边给您些缓解的小建议： 1.用湿毛巾在磨脚的鞋子部位捂几分钟，然后再拿块干的软毛巾包住挤脚的地方，用锤子敲几下，把鞋子磨脚的地方敲击平整，鞋子皮质变软和平整后就不会磨脚了。  2.拿张报纸，捏成一团，沾点水，不要太湿，但要整团都沾到水，然后再拿张干的报纸裹住湿的报纸，塞在挤脚的部位，然后把鞋子密封在一个塑料袋里，过夜，就可以了。  3.如果新鞋因太小而夹脚，不妨用湿毛巾捂湿，再用鞋楔撑大，穿起来就顺脚了。  4.鞋子在穿上之前，先拿块香皂（平时用的蜡烛也可以）在与脚跟接触最多的部分抹上一层薄薄的，鞋跟会因此变得光滑而不再磨脚。 以上希望能对您有所帮助，Sneakerhead期待您的再次光临，祝您生活愉快！","颜色分类：vn--0d3hy28鞋码：39","sneakerhead海外旗舰店","Vans Old Skool 范斯男鞋 经典低帮休闲板鞋 潮流运动鞋-tmall.hk天猫国际","https://detail.tmall.hk/hk/item.htm?id=532967036969&skuId=3188467314203&areaId=110100&user_id=1792368114&cat_id=2&is_b=1&rn=82eda9dfeb4e7109f1196890e75a09b4","532967036969","4.8","鞋子不错(10)穿着效果不错(8)","11128","22"
"2016.12.13","此用户没有填写评论!","收货50天后追加：","故意买小了一码！结果还是大了！换着麻烦就将就了～范斯真的很磨脚！",,"颜色分类：vn--0d3hy28鞋码：39","sneakerhead海外旗舰店","Vans Old Skool 范斯男鞋 经典低帮休闲板鞋 潮流运动鞋-tmall.hk天猫国际","https://detail.tmall.hk/hk/item.htm?id=532967036969&skuId=3188467314203&areaId=110100&user_id=1792368114&cat_id=2&is_b=1&rn=82eda9dfeb4e7109f1196890e75a09b4","532967036969","4.8","鞋子不错(10)穿着效果不错(8)","11128","22"
"2016.11.09","鞋子一周就到了 正 穿的贼舒服 喜欢！                                     ",,,"亲爱的顾客，非常感谢您的支持与厚爱，我们一定把您的鼓励和赞扬，当做前进的动力，再接再励，为大家提供更好的商品及服务！Sneakerhead是美资公司中国分公司，您可以百度搜索Sneakerhead我们在美国做近20年了，进入中国市场4年，我们每一个订单商品都是美国洛杉矶仓库发货，经由海关和商检检验进口，100%正品保证！我们致力于为中国喜爱运动鞋的顾客提供顶级的产品和服务， Sneakerhead期待您的再次光临，祝您生活愉快！","颜色分类：vn--0d3hy28鞋码：43","sneakerhead海外旗舰店","Vans Old Skool 范斯男鞋 经典低帮休闲板鞋 潮流运动鞋-tmall.hk天猫国际","https://detail.tmall.hk/hk/item.htm?id=532967036969&skuId=3188467314203&areaId=110100&user_id=1792368114&cat_id=2&is_b=1&rn=82eda9dfeb4e7109f1196890e75a09b4","532967036969","4.8","鞋子不错(10)穿着效果不错(8)","11128","22"
"2017.11.11","拍的那天跟我说双十一的活动没有通知  拍了之后第二天活动就出来了  坑人嘛   补差价也不肯补  鞋子尺码还偏大",,,"亲爱的顾客，非常感谢您的支持与厚爱，由于我们是天猫国际KA商家，经常会参加平台方举办的各种市场活动，市场价格可能会根据活动情况有波动，敬请谅解哦！Sneakerhead期待您的再次光临，祝您生活愉快！","颜色分类：vn-0d3hy28鞋码：41","sneakerhead海外旗舰店","Vans Old Skool 范斯男鞋 经典低帮休闲板鞋 潮流运动鞋-tmall.hk天猫国际","https://detail.tmall.hk/hk/item.htm?id=532967036969&skuId=3188467314203&areaId=110100&user_id=1792368114&cat_id=2&is_b=1&rn=82eda9dfeb4e7109f1196890e75a09b4","532967036969","4.8","鞋子不错(10)穿着效果不错(8)","11128","22"
"2017.01.03","帮朋友买的 然后我自己试了试哈哈哈哈哈                                     ",,,"亲爱的顾客，感谢您的支持与厚爱。您的满意是对我们最大的肯定与支持，我们出售的很多是国内未发售的限量款，欢迎您随时关注我们店铺.  SNEAKERHEAD会继续为您提供优质的产品与服务，并期待您的再次光临哦～","颜色分类：vn--0d3hbka鞋码：42.5","sneakerhead海外旗舰店","Vans Old Skool 范斯男鞋 经典低帮休闲板鞋 潮流运动鞋-tmall.hk天猫国际","https://detail.tmall.hk/hk/item.htm?id=532967036969&skuId=3188467314203&areaId=110100&user_id=1792368114&cat_id=2&is_b=1&rn=82eda9dfeb4e7109f1196890e75a09b4","532967036969","4.8","鞋子不错(10)穿着效果不错(8)","11128","22"
"2017.01.28","此用户没有填写评论!","收货96天后追加：","好哦，穿了挺久了还是比较舒服的","亲爱的顾客，感谢您的支持与厚爱。我们会再接再厉，做的更好， SNEAKERHEAD会一直为您提供奉若上宾的服务，期待您再次光临！","颜色分类：vn--0d3hbka鞋码：42.5","sneakerhead海外旗舰店","Vans Old Skool 范斯男鞋 经典低帮休闲板鞋 潮流运动鞋-tmall.hk天猫国际","https://detail.tmall.hk/hk/item.htm?id=532967036969&skuId=3188467314203&areaId=110100&user_id=1792368114&cat_id=2&is_b=1&rn=82eda9dfeb4e7109f1196890e75a09b4","532967036969","4.8","鞋子不错(10)穿着效果不错(8)","11128","22"
"2016.12.07","怎么说呢，物流慢到爆炸，双十一的原因，但真心太慢。然后鞋子不是我想的那么ok，有个同学也有一双专卖店买的，我试了试，感觉不一样，专卖店的要好些，唉，将就将就吧。",,,,"颜色分类：vn--0d3hy28鞋码：38.5","sneakerhead海外旗舰店","Vans Old Skool 范斯男鞋 经典低帮休闲板鞋 潮流运动鞋-tmall.hk天猫国际","https://detail.tmall.hk/hk/item.htm?id=532967036969&skuId=3188467314203&areaId=110100&user_id=1792368114&cat_id=2&is_b=1&rn=82eda9dfeb4e7109f1196890e75a09b4","532967036969","4.8","鞋子不错(10)穿着效果不错(8)","11128","22"
"2016.08.02","鞋子质量好 准备买多一双","收货当天追加：","鞋子很喜欢",,"颜色分类：vn--0d3hy28鞋码：43","sneakerhead海外旗舰店","Vans Old Skool 范斯男鞋 经典低帮休闲板鞋 潮流运动鞋-tmall.hk天猫国际","https://detail.tmall.hk/hk/item.htm?id=532967036969&skuId=3188467314203&areaId=110100&user_id=1792368114&cat_id=2&is_b=1&rn=82eda9dfeb4e7109f1196890e75a09b4","532967036969","4.8","鞋子不错(10)穿着效果不错(8)","11128","22"
"2016.12.13","比普通鞋子大，不过加个鞋垫应该就没有问题了，旁边白边部分有点污渍",,,,"颜色分类：vn--0d3hy28鞋码：42","sneakerhead海外旗舰店","Vans Old Skool 范斯男鞋 经典低帮休闲板鞋 潮流运动鞋-tmall.hk天猫国际","https://detail.tmall.hk/hk/item.htm?id=532967036969&skuId=3188467314203&areaId=110100&user_id=1792368114&cat_id=2&is_b=1&rn=82eda9dfeb4e7109f1196890e75a09b4","532967036969","4.8","鞋子不错(10)穿着效果不错(8)","11128","22"
"2017.09.10","鞋子真不错，就是有点小贵",,,"亲爱的顾客，感谢您对我们的支持与厚爱，每个商家进价渠道不同成本不同自然定价不同，我们是跟着美国总公司定价的，现在国内运动鞋市场鱼龙混杂，我们所有商品都是美国洛杉矶发货，出售的是100%正品，我们希望每一个SNEAKERHEAD在我们这里买的放心，穿着舒心，走出去有面子！希望您能继续支持我们店铺，SNEAKERHEAD期待您的下次光临!","颜色分类：vn-0d3hy28鞋码：42","sneakerhead海外旗舰店","Vans Old Skool 范斯男鞋 经典低帮休闲板鞋 潮流运动鞋-tmall.hk天猫国际","https://detail.tmall.hk/hk/item.htm?id=532967036969&skuId=3188467314203&areaId=110100&user_id=1792368114&cat_id=2&is_b=1&rn=82eda9dfeb4e7109f1196890e75a09b4","532967036969","4.8","鞋子不错(10)穿着效果不错(8)","11128","22"
"2017.07.08","特别好看！虽然有点磨脚，但很喜欢",,,"亲爱的顾客，感谢您的支持与厚爱。因为新鞋相对比较硬挺，或多或少会有一个磨合过程，这边给您些缓解的小建议： 1.用湿毛巾在磨脚的鞋子部位捂几分钟，然后再拿块干的软毛巾包住挤脚的地方，用锤子敲几下，把鞋子磨脚的地方敲击平整，鞋子皮质变软和平整后就不会磨脚了。  2.拿张报纸，捏成一团，沾点水，不要太湿，但要整团都沾到水，然后再拿张干的报纸裹住湿的报纸，塞在挤脚的部位，然后把鞋子密封在一个塑料袋里，过夜，就可以了。  3.如果新鞋因太小而夹脚，不妨用湿毛巾捂湿，再用鞋楔撑大，穿起来就顺脚了。  4.鞋子在穿上之前，先拿块香皂（平时用的蜡烛也可以）在与脚跟接触最多的部分抹上一层薄薄的，鞋跟会因此变得光滑而不再磨脚。 以上希望能对您有所帮助，Sneakerhead期待您的再次光临，祝您生活愉快！","颜色分类：vn-0d3hbka鞋码：37","sneakerhead海外旗舰店","Vans Old Skool 范斯男鞋 经典低帮休闲板鞋 潮流运动鞋-tmall.hk天猫国际","https://detail.tmall.hk/hk/item.htm?id=532967036969&skuId=3188467314203&areaId=110100&user_id=1792368114&cat_id=2&is_b=1&rn=82eda9dfeb4e7109f1196890e75a09b4","532967036969","4.8","鞋子不错(10)穿着效果不错(8)","11128","22"
"2016.12.04","看着挺不错的，有点磨脚，必须穿长袜子。                                                                                                                         ",,,,"颜色分类：vn--0d3hy28鞋码：42.5","sneakerhead海外旗舰店","Vans Old Skool 范斯男鞋 经典低帮休闲板鞋 潮流运动鞋-tmall.hk天猫国际","https://detail.tmall.hk/hk/item.htm?id=532967036969&skuId=3188467314203&areaId=110100&user_id=1792368114&cat_id=2&is_b=1&rn=82eda9dfeb4e7109f1196890e75a09b4","532967036969","4.8","鞋子不错(10)穿着效果不错(8)","11128","22"
"2016.12.05","很好 我很喜欢",,,,"颜色分类：vn--0d3hbka鞋码：42","sneakerhead海外旗舰店","Vans Old Skool 范斯男鞋 经典低帮休闲板鞋 潮流运动鞋-tmall.hk天猫国际","https://detail.tmall.hk/hk/item.htm?id=532967036969&skuId=3188467314203&areaId=110100&user_id=1792368114&cat_id=2&is_b=1&rn=82eda9dfeb4e7109f1196890e75a09b4","532967036969","4.8","鞋子不错(10)穿着效果不错(8)","11128","22"
"2016.12.02","整整20天，终于到了太难等，发票都没有，",,,,"颜色分类：vn--0d3hy28鞋码：40.5","sneakerhead海外旗舰店","Vans Old Skool 范斯男鞋 经典低帮休闲板鞋 潮流运动鞋-tmall.hk天猫国际","https://detail.tmall.hk/hk/item.htm?id=532967036969&skuId=3188467314203&areaId=110100&user_id=1792368114&cat_id=2&is_b=1&rn=82eda9dfeb4e7109f1196890e75a09b4","532967036969","4.8","鞋子不错(10)穿着效果不错(8)","11128","22"
"2016.12.09","物流比较慢，可是到了国内速度很快服务态度非常棒",,,,"颜色分类：vn--0d3hy28鞋码：42.5","sneakerhead海外旗舰店","Vans Old Skool 范斯男鞋 经典低帮休闲板鞋 潮流运动鞋-tmall.hk天猫国际","https://detail.tmall.hk/hk/item.htm?id=532967036969&skuId=3188467314203&areaId=110100&user_id=1792368114&cat_id=2&is_b=1&rn=82eda9dfeb4e7109f1196890e75a09b4","532967036969","4.8","鞋子不错(10)穿着效果不错(8)","11128","22"
"2017.09.13","想这个鞋子很久了，一直没买上个月想买了，可是断货了，没办法才这里买的，鞋子很满意去查了是正品，不过我没赶上9.9打折，鞋子穿上很轻，不磨脚可能是因为我的脚比较瘦吧，狠满意的一次购物！                                     ",,,"亲爱的顾客，感谢您的支持与厚爱。我们会再接再厉，做的更好， SNEAKERHEAD会一直为您提供奉若上宾的服务，期待您再次光临！","颜色分类：vn-0d3hy28鞋码：40.5","sneakerhead海外旗舰店","Vans Old Skool 范斯男鞋 经典低帮休闲板鞋 潮流运动鞋-tmall.hk天猫国际","https://detail.tmall.hk/hk/item.htm?id=532967036969&skuId=3188467314203&areaId=110100&user_id=1792368114&cat_id=2&is_b=1&rn=82eda9dfeb4e7109f1196890e75a09b4","532967036969","4.8","鞋子不错(10)穿着效果不错(8)","11128","22"
